"GEO_ID","NAME","B19013_001E","B19013_001M",
"Geography","Geographic Area Name","Estimate!!Median household income in the past 12 months (in 2024 inflation-adjusted dollars)","Margin of Error!!Median household income in the past 12 months (in 2024 inflation-adjusted dollars)",
"860Z200US13074","ZCTA5 13074","81563","17214",
"860Z200US13076","ZCTA5 13076","95889","15542",
"860Z200US13077","ZCTA5 13077","72266","4180",
"860Z200US13078","ZCTA5 13078","119191","14900",
"860Z200US13080","ZCTA5 13080","83882","16264",
"860Z200US13081","ZCTA5 13081","93558","12914",
"860Z200US13082","ZCTA5 13082","82964","7194",
"860Z200US13083","ZCTA5 13083","71667","11968",
"860Z200US13084","ZCTA5 13084","91389","34975",
"860Z200US13087","ZCTA5 13087","97125","55633",
"860Z200US13088","ZCTA5 13088","75378","5160",
"860Z200US13090","ZCTA5 13090","88492","6291",
"860Z200US13092","ZCTA5 13092","78056","16175",
"860Z200US13101","ZCTA5 13101","63587","10456",
"860Z200US13102","ZCTA5 13102","-","**",
"860Z200US13103","ZCTA5 13103","80000","37448",
"860Z200US13104","ZCTA5 13104","127933","8104",
"860Z200US13108","ZCTA5 13108","94327","6999",
"860Z200US13110","ZCTA5 13110","93438","16741",
"860Z200US13111","ZCTA5 13111","59063","23122",
"860Z200US13112","ZCTA5 13112","96615","19753",
"860Z200US13113","ZCTA5 13113","35313","11138",
"860Z200US13114","ZCTA5 13114","65561","13127",
"860Z200US13115","ZCTA5 13115","72857","4759",
"860Z200US13116","ZCTA5 13116","95506","17580",
"860Z200US13117","ZCTA5 13117","63250","53193",
"860Z200US13118","ZCTA5 13118","67651","6338",
"860Z200US13119","ZCTA5 13119","-","**",
"860Z200US13120","ZCTA5 13120","55682","8637",
"860Z200US13121","ZCTA5 13121","-","**",
"860Z200US13122","ZCTA5 13122","81500","34443",
"860Z200US13123","ZCTA5 13123","-","**",
"860Z200US13124","ZCTA5 13124","90000","43420",
"860Z200US13126","ZCTA5 13126","65346","5225",
"860Z200US13131","ZCTA5 13131","70286","7189",
"860Z200US13132","ZCTA5 13132","72473","10695",
"860Z200US13134","ZCTA5 13134","72188","38974",
"860Z200US13135","ZCTA5 13135","87041","10120",
"860Z200US13136","ZCTA5 13136","51667","39165",
"860Z200US13138","ZCTA5 13138","95083","12580",
"860Z200US13140","ZCTA5 13140","61977","6012",
"860Z200US13141","ZCTA5 13141","80208","26718",
"860Z200US13142","ZCTA5 13142","73854","14886",
"860Z200US13143","ZCTA5 13143","61674","6243",
"860Z200US13144","ZCTA5 13144","64073","14490",
"860Z200US13145","ZCTA5 13145","60625","24638",
"860Z200US13146","ZCTA5 13146","61842","9216",
"860Z200US13147","ZCTA5 13147","74934","7001",
"860Z200US13148","ZCTA5 13148","65313","9551",
"860Z200US13152","ZCTA5 13152","104211","8531",
"860Z200US13153","ZCTA5 13153","158688","51308",
"860Z200US13154","ZCTA5 13154","-","**",
"860Z200US13155","ZCTA5 13155","66563","7812",
"860Z200US13156","ZCTA5 13156","64063","18216",
"860Z200US13157","ZCTA5 13157","45481","23485",
"860Z200US13158","ZCTA5 13158","85208","19209",
"860Z200US13159","ZCTA5 13159","101250","12450",
"860Z200US13160","ZCTA5 13160","86029","22914",
"860Z200US13162","ZCTA5 13162","-","**",
"860Z200US13163","ZCTA5 13163","78125","14652",
"860Z200US13164","ZCTA5 13164","84808","26842",
"860Z200US13165","ZCTA5 13165","59981","9988",
"860Z200US13166","ZCTA5 13166","78108","10063",
"860Z200US13167","ZCTA5 13167","85294","13799",
"860Z200US13202","ZCTA5 13202","27000","11414",
"860Z200US13203","ZCTA5 13203","46997","9035",
"860Z200US13204","ZCTA5 13204","45351","4863",
"860Z200US13205","ZCTA5 13205","38497","6974",
"860Z200US13206","ZCTA5 13206","63136","2935",
"860Z200US13207","ZCTA5 13207","60720","4175",
"860Z200US13208","ZCTA5 13208","44712","4908",
"860Z200US13209","ZCTA5 13209","68138","7882",
"860Z200US13210","ZCTA5 13210","41738","4395",
"860Z200US13211","ZCTA5 13211","66724","5256",
"860Z200US13212","ZCTA5 13212","81085","6980",
"860Z200US13214","ZCTA5 13214","98000","16716",
"860Z200US13215","ZCTA5 13215","113864","17665",
"860Z200US13219","ZCTA5 13219","85149","4792",
"860Z200US13224","ZCTA5 13224","76500","10955",
"860Z200US13244","ZCTA5 13244","-","**",
"860Z200US13290","ZCTA5 13290","-","**",
"860Z200US13301","ZCTA5 13301","126397","83322",
"860Z200US13302","ZCTA5 13302","55341","4441",
"860Z200US13303","ZCTA5 13303","89940","16229",
"860Z200US13304","ZCTA5 13304","108587","39614",
"860Z200US13305","ZCTA5 13305","-","**",
"860Z200US13308","ZCTA5 13308","87651","13272",
"860Z200US13309","ZCTA5 13309","74767","9404",
"860Z200US13310","ZCTA5 13310","101250","50953",
"860Z200US13312","ZCTA5 13312","72266","24597",
"860Z200US13313","ZCTA5 13313","36597","8994",
"860Z200US13314","ZCTA5 13314","37000","30664",
"860Z200US13315","ZCTA5 13315","65921","20229",
"860Z200US13316","ZCTA5 13316","66760","16192",
"860Z200US13317","ZCTA5 13317","72500","13188",
"860Z200US13318","ZCTA5 13318","84211","13880",
"860Z200US13319","ZCTA5 13319","73571","24147",
"860Z200US13320","ZCTA5 13320","86204","9567",
"860Z200US13321","ZCTA5 13321","68438","60516",
"860Z200US13322","ZCTA5 13322","91369","11242",
"860Z200US13323","ZCTA5 13323","78224","11044",
"860Z200US13324","ZCTA5 13324","86176","15520",
"860Z200US13325","ZCTA5 13325","58750","25692",
"860Z200US13326","ZCTA5 13326","80040","14164",
"860Z200US13327","ZCTA5 13327","66875","16092",
"860Z200US13328","ZCTA5 13328","105000","42771",
"860Z200US13329","ZCTA5 13329","60104","14318",
"860Z200US13331","ZCTA5 13331","61250","53958",
"860Z200US13332","ZCTA5 13332","79737","17652",
"860Z200US13333","ZCTA5 13333","42813","32309",
"860Z200US13334","ZCTA5 13334","58125","9828",
"860Z200US13335","ZCTA5 13335","65000","14000",
"860Z200US13337","ZCTA5 13337","99375","35648",
"860Z200US13338","ZCTA5 13338","58333","23626",
"860Z200US13339","ZCTA5 13339","56047","10381",
"860Z200US13340","ZCTA5 13340","69821","8773",
"860Z200US13342","ZCTA5 13342","83333","34751",
"860Z200US13343","ZCTA5 13343","70478","12059",
"860Z200US13345","ZCTA5 13345","48750","17937",
"860Z200US13346","ZCTA5 13346","60600","8107",
"860Z200US13348","ZCTA5 13348","80245","19600",
"860Z200US13350","ZCTA5 13350","56157","14216",
"860Z200US13352","ZCTA5 13352","-","**",
"860Z200US13353","ZCTA5 13353","82000","35246",
"860Z200US13354","ZCTA5 13354","101733","8536",
"860Z200US13355","ZCTA5 13355","53988","38393",
"860Z200US13357","ZCTA5 13357","63678","9918",
"860Z200US13360","ZCTA5 13360","107750","27973",
"860Z200US13361","ZCTA5 13361","92000","47382",
"860Z200US13363","ZCTA5 13363","94432","28461",
"860Z200US13364","ZCTA5 13364","80160","13895",
"860Z200US13365","ZCTA5 13365","66307","13945",
"860Z200US13367","ZCTA5 13367","67873","6873",
"860Z200US13368","ZCTA5 13368","62159","9490",
"860Z200US13402","ZCTA5 13402","74375","24853",
"860Z200US13403","ZCTA5 13403","86300","20462",
"860Z200US13404","ZCTA5 13404","-","**",
"860Z200US13406","ZCTA5 13406","102692","7678",
"860Z200US13407","ZCTA5 13407","69846","5938",
"860Z200US13408","ZCTA5 13408","68750","11570",
"860Z200US13409","ZCTA5 13409","72333","9370",
"860Z200US13410","ZCTA5 13410","-","**",
"860Z200US13411","ZCTA5 13411","55357","7153",
"860Z200US13413","ZCTA5 13413","95261","13347",
"860Z200US13415","ZCTA5 13415","83750","28912",
"860Z200US13416","ZCTA5 13416","85128","5745",
"860Z200US13417","ZCTA5 13417","59453","10073",
"860Z200US13418","ZCTA5 13418","91250","85692",
"860Z200US13420","ZCTA5 13420","109351","15046",
"860Z200US13421","ZCTA5 13421","65752","5697",
"860Z200US13424","ZCTA5 13424","84844","24042",
"860Z200US13425","ZCTA5 13425","65243","10314",
"860Z200US13428","ZCTA5 13428","76295","14263",
"860Z200US13431","ZCTA5 13431","76000","19787",
"860Z200US13433","ZCTA5 13433","50806","4817",
"860Z200US13435","ZCTA5 13435","46971","26754",
"860Z200US13436","ZCTA5 13436","73409","16724",
"860Z200US13437","ZCTA5 13437","48438","5696",
"860Z200US13438","ZCTA5 13438","69797","9234",
"860Z200US13439","ZCTA5 13439","65761","10467",
"860Z200US13440","ZCTA5 13440","68207","6398",
"860Z200US13441","ZCTA5 13441","-","**",
"860Z200US13450","ZCTA5 13450","119167","60798",
"860Z200US13452","ZCTA5 13452","60327","7871",
"860Z200US13454","ZCTA5 13454","122669","62235",
"860Z200US13455","ZCTA5 13455","-","**",
"860Z200US13456","ZCTA5 13456","93510","17903",
"860Z200US13457","ZCTA5 13457","45833","33042",
"860Z200US13459","ZCTA5 13459","65893","9519",
"860Z200US13460","ZCTA5 13460","61587","8941",
"860Z200US13461","ZCTA5 13461","88750","9445",
"860Z200US13464","ZCTA5 13464","56953","5058",
"860Z200US13468","ZCTA5 13468","62727","28456",
"860Z200US13469","ZCTA5 13469","94185","56816",
"860Z200US13470","ZCTA5 13470","75313","24726",
"860Z200US13471","ZCTA5 13471","70455","18824",
"860Z200US13472","ZCTA5 13472","-","**",
"860Z200US13473","ZCTA5 13473","103598","3239",
"860Z200US13475","ZCTA5 13475","53750","19928",
"860Z200US13476","ZCTA5 13476","62798","18438",
"860Z200US13477","ZCTA5 13477","71111","16216",
"860Z200US13478","ZCTA5 13478","83986","17113",
"860Z200US13480","ZCTA5 13480","85435","9974",
"860Z200US13482","ZCTA5 13482","58864","18999",
"860Z200US13483","ZCTA5 13483","115341","45066",
"860Z200US13484","ZCTA5 13484","-","**",
"860Z200US13485","ZCTA5 13485","62337","10768",
"860Z200US13486","ZCTA5 13486","60217","16851",
"860Z200US13488","ZCTA5 13488","52159","19433",
"860Z200US13489","ZCTA5 13489","89271","8867",
"860Z200US13490","ZCTA5 13490","135302","53726",
"860Z200US13491","ZCTA5 13491","72917","9537",
"860Z200US13492","ZCTA5 13492","82173","11699",
"860Z200US13493","ZCTA5 13493","63125","8004",
"860Z200US13494","ZCTA5 13494","104688","56304",
"860Z200US13495","ZCTA5 13495","66995","26639",
"860Z200US13501","ZCTA5 13501","52548","4741",
"860Z200US13502","ZCTA5 13502","57835","2861",
"860Z200US13601","ZCTA5 13601","58791","3893",
"860Z200US13602","ZCTA5 13602","-","**",
"860Z200US13603","ZCTA5 13603","62500","8174",
"860Z200US13605","ZCTA5 13605","70045","11609",
"860Z200US13606","ZCTA5 13606","88977","29841",
"860Z200US13607","ZCTA5 13607","66500","19801",
"860Z200US13608","ZCTA5 13608","73643","6277",
"860Z200US13611","ZCTA5 13611","70139","52710",
"860Z200US13612","ZCTA5 13612","85658","9457",
"860Z200US13613","ZCTA5 13613","58846","11597",
"860Z200US13614","ZCTA5 13614","39000","21682",
"860Z200US13615","ZCTA5 13615","101563","17585",
"860Z200US13616","ZCTA5 13616","45962","16272",
"860Z200US13617","ZCTA5 13617","71663","6954",
"860Z200US13618","ZCTA5 13618","61494","10685",
"860Z200US13619","ZCTA5 13619","63120","7163",
"860Z200US13620","ZCTA5 13620","70087","12031",
"860Z200US13621","ZCTA5 13621","77703","46651",
"860Z200US13622","ZCTA5 13622","81065","3913",
"860Z200US13623","ZCTA5 13623","-","**",
"860Z200US13624","ZCTA5 13624","87988","8868",
"860Z200US13625","ZCTA5 13625","80417","11886",
"860Z200US13626","ZCTA5 13626","64495","12241",
"860Z200US13628","ZCTA5 13628","58125","20527",
"860Z200US13630","ZCTA5 13630","63333","22082",
"860Z200US13632","ZCTA5 13632","132857","90465",
"860Z200US13633","ZCTA5 13633","65625","39499",
"860Z200US13634","ZCTA5 13634","92109","15999",
"860Z200US13635","ZCTA5 13635","71316","14104",
"860Z200US13636","ZCTA5 13636","58882","1196",
"860Z200US13637","ZCTA5 13637","57103","7942",
"860Z200US13638","ZCTA5 13638","62955","32467",
"860Z200US13639","ZCTA5 13639","21346","992",
"860Z200US13640","ZCTA5 13640","118026","23817",
"860Z200US13641","ZCTA5 13641","61458","25085",
"860Z200US13642","ZCTA5 13642","49728","8766",
"860Z200US13643","ZCTA5 13643","100625","69653",
"860Z200US13645","ZCTA5 13645","-","**",
"860Z200US13646","ZCTA5 13646","72212","9366",
"860Z200US13647","ZCTA5 13647","-","**",
"860Z200US13648","ZCTA5 13648","60735","6593",
"860Z200US13649","ZCTA5 13649","156250","113261",
"860Z200US13650","ZCTA5 13650","94318","24122",
"860Z200US13651","ZCTA5 13651","116705","16180",
"860Z200US13652","ZCTA5 13652","67946","4723",
"860Z200US13654","ZCTA5 13654","74125","12290",
"860Z200US13655","ZCTA5 13655","52309","11347",
"860Z200US13656","ZCTA5 13656","72500","18544",
"860Z200US13658","ZCTA5 13658","69055","14453",
"860Z200US13659","ZCTA5 13659","63125","32886",
"860Z200US13660","ZCTA5 13660","68482","9654",
"860Z200US13661","ZCTA5 13661","82297","2576",
"860Z200US13662","ZCTA5 13662","59106","5452",
"860Z200US13664","ZCTA5 13664","78750","12174",
"860Z200US13665","ZCTA5 13665","51250","12544",
"860Z200US13666","ZCTA5 13666","38438","14153",
"860Z200US13667","ZCTA5 13667","59849","10789",
"860Z200US13668","ZCTA5 13668","63393","15950",
"860Z200US13669","ZCTA5 13669","70304","6994",
"860Z200US13670","ZCTA5 13670","36250","18337",
"860Z200US13672","ZCTA5 13672","76216","10122",
"860Z200US13673","ZCTA5 13673","81167","6533",
"860Z200US13674","ZCTA5 13674","-","**",
"860Z200US13675","ZCTA5 13675","208182","134745",
"860Z200US13676","ZCTA5 13676","56170","8533",
"860Z200US13678","ZCTA5 13678","-","**",
"860Z200US13679","ZCTA5 13679","101932","18719",
"860Z200US13680","ZCTA5 13680","80625","27246",
"860Z200US13681","ZCTA5 13681","46250","8361",
"860Z200US13682","ZCTA5 13682","79821","18944",
"860Z200US13683","ZCTA5 13683","-","**",
"860Z200US13684","ZCTA5 13684","57465","6131",
"860Z200US13685","ZCTA5 13685","79469","8495",
"860Z200US13687","ZCTA5 13687","44833","20829",
"860Z200US13690","ZCTA5 13690","62000","16511",
"860Z200US13691","ZCTA5 13691","79943","15103",
"860Z200US13692","ZCTA5 13692","190250","98704",
"860Z200US13693","ZCTA5 13693","72396","62279",
"860Z200US13694","ZCTA5 13694","75179","15744",
"860Z200US13695","ZCTA5 13695","123036","107787",
"860Z200US13696","ZCTA5 13696","-","**",
"860Z200US13697","ZCTA5 13697","75953","24811",
"860Z200US13699","ZCTA5 13699","-","**",
"860Z200US13730","ZCTA5 13730","53348","12999",
"860Z200US13731","ZCTA5 13731","73750","25974",
"860Z200US13732","ZCTA5 13732","88750","10904",
"860Z200US13733","ZCTA5 13733","60759","5773",
"860Z200US13734","ZCTA5 13734","63523","18258",
"860Z200US13736","ZCTA5 13736","65880","10498",
"860Z200US13738","ZCTA5 13738","-","**",
"860Z200US13739","ZCTA5 13739","64219","20815",
"860Z200US13740","ZCTA5 13740","80625","16132",
"860Z200US13743","ZCTA5 13743","51364","11004",
"860Z200US13744","ZCTA5 13744","61086","26519",
"860Z200US13746","ZCTA5 13746","62993","9750",
"860Z200US13747","ZCTA5 13747","-","**",
"860Z200US13748","ZCTA5 13748","62125","19411",
"860Z200US13750","ZCTA5 13750","62344","10061",
"860Z200US13751","ZCTA5 13751","-","**",
"860Z200US13752","ZCTA5 13752","66302","17941",
"860Z200US13753","ZCTA5 13753","70000","11120",
"860Z200US13754","ZCTA5 13754","61000","16717",
"860Z200US13755","ZCTA5 13755","64375","33421",
"860Z200US13756","ZCTA5 13756","71765","33532",
"860Z200US13757","ZCTA5 13757","73523","11872",
"860Z200US13760","ZCTA5 13760","66095","3541",
"860Z200US13774","ZCTA5 13774","70638","10687",
"860Z200US13775","ZCTA5 13775","78750","18604",
"860Z200US13776","ZCTA5 13776","80750","20236",
"860Z200US13777","ZCTA5 13777","65625","7466",
"860Z200US13778","ZCTA5 13778","73850","7036",
"860Z200US13780","ZCTA5 13780","77262","12482",
"860Z200US13782","ZCTA5 13782","62961","7995",
"860Z200US13783","ZCTA5 13783","51510","16141",
"860Z200US13784","ZCTA5 13784","76446","8206",
"860Z200US13786","ZCTA5 13786","54688","33028",
"860Z200US13787","ZCTA5 13787","66222","14931",
"860Z200US13788","ZCTA5 13788","100313","22953",
"860Z200US13790","ZCTA5 13790","59045","6886",
"860Z200US13795","ZCTA5 13795","56743","6712",
"860Z200US13796","ZCTA5 13796","88750","31982",
"860Z200US13797","ZCTA5 13797","67316","10360",
"860Z200US13801","ZCTA5 13801","69375","6388",
"860Z200US13802","ZCTA5 13802","-","**",
"860Z200US13803","ZCTA5 13803","63713","5728",
"860Z200US13804","ZCTA5 13804","45000","18771",
"860Z200US13806","ZCTA5 13806","-","**",
"860Z200US13807","ZCTA5 13807","77083","37222",
"860Z200US13808","ZCTA5 13808","67071","16249",
"860Z200US13809","ZCTA5 13809","52167","16948",
"860Z200US13810","ZCTA5 13810","93819","18603",
"860Z200US13811","ZCTA5 13811","78418","8113",
"860Z200US13812","ZCTA5 13812","82679","10693",
"860Z200US13813","ZCTA5 13813","107813","32156",
"860Z200US13814","ZCTA5 13814","-","**",
"860Z200US13815","ZCTA5 13815","61469","5345",
"860Z200US13820","ZCTA5 13820","65953","5751",
"860Z200US13825","ZCTA5 13825","76875","15165",
"860Z200US13826","ZCTA5 13826","-","**",
"860Z200US13827","ZCTA5 13827","72769","9308",
"860Z200US13830","ZCTA5 13830","62400","9538",
"860Z200US13832","ZCTA5 13832","78125","22905",
"860Z200US13833","ZCTA5 13833","60409","4296",
"860Z200US13834","ZCTA5 13834","37153","36946",
"860Z200US13835","ZCTA5 13835","66620","14519",
"860Z200US13838","ZCTA5 13838","53306","10859",
"860Z200US13839","ZCTA5 13839","54271","12330",
"860Z200US13841","ZCTA5 13841","58229","40004",
"860Z200US13842","ZCTA5 13842","88500","23832",
"860Z200US13843","ZCTA5 13843","79018","10530",
"860Z200US13844","ZCTA5 13844","61071","18000",
"860Z200US13846","ZCTA5 13846","32857","20256",
"860Z200US13847","ZCTA5 13847","-","**",
"860Z200US13849","ZCTA5 13849","57917","13306",
"860Z200US13850","ZCTA5 13850","83403","7677",
"860Z200US13856","ZCTA5 13856","48958","12509",
"860Z200US13859","ZCTA5 13859","53846","8975",
"860Z200US13860","ZCTA5 13860","143315","101346",
"860Z200US13861","ZCTA5 13861","57847","19150",
"860Z200US13862","ZCTA5 13862","63487","8881",
"860Z200US13863","ZCTA5 13863","73333","5959",
"860Z200US13864","ZCTA5 13864","60389","20929",
"860Z200US13865","ZCTA5 13865","73623","11141",
"860Z200US13901","ZCTA5 13901","55523","5568",
"860Z200US13902","ZCTA5 13902","-","**",
"860Z200US13903","ZCTA5 13903","66278","4556",
"860Z200US13904","ZCTA5 13904","53984","9184",
"860Z200US13905","ZCTA5 13905","53362","3583",
"860Z200US14001","ZCTA5 14001","75107","13386",
"860Z200US14004","ZCTA5 14004","90839","9456",
"860Z200US14005","ZCTA5 14005","105082","13820",
"860Z200US14006","ZCTA5 14006","65972","11135",
"860Z200US14008","ZCTA5 14008","77702","19170",
"860Z200US14009","ZCTA5 14009","62761","6880",
"860Z200US14011","ZCTA5 14011","74946","8428",
"860Z200US14012","ZCTA5 14012","72083","19825",
"860Z200US14013","ZCTA5 14013","72768","8240",
"860Z200US14020","ZCTA5 14020","62655","6133",
"860Z200US14024","ZCTA5 14024","86833","7568",
"860Z200US14025","ZCTA5 14025","115188","28689",
"860Z200US14026","ZCTA5 14026","88750","24449",
"860Z200US14027","ZCTA5 14027","-","**",
"860Z200US14028","ZCTA5 14028","89188","20823",
"860Z200US14029","ZCTA5 14029","145000","137243",
"860Z200US14030","ZCTA5 14030","78182","34589",
"860Z200US14031","ZCTA5 14031","103750","13586",
"860Z200US14032","ZCTA5 14032","168711","25131",
"860Z200US14033","ZCTA5 14033","87431","29483",
"860Z200US14034","ZCTA5 14034","62412","13814",
"860Z200US14035","ZCTA5 14035","91250","11480",
"860Z200US14036","ZCTA5 14036","88466","12660",
"860Z200US14037","ZCTA5 14037","93594","21544",
"860Z200US14039","ZCTA5 14039","62917","57725",
"860Z200US14040","ZCTA5 14040","88779","23753",
"860Z200US14041","ZCTA5 14041","75938","53030",
"860Z200US14042","ZCTA5 14042","47431","20857",
"860Z200US14043","ZCTA5 14043","74112","6639",
"860Z200US14047","ZCTA5 14047","78816","10407",
"860Z200US14048","ZCTA5 14048","56431","4946",
"860Z200US14051","ZCTA5 14051","135663","15099",
"860Z200US14052","ZCTA5 14052","99970","12791",
"860Z200US14054","ZCTA5 14054","79286","13400",
"860Z200US14055","ZCTA5 14055","51089","19119",
"860Z200US14056","ZCTA5 14056","58176","16177",
"860Z200US14057","ZCTA5 14057","92410","12135",
"860Z200US14058","ZCTA5 14058","102750","26988",
"860Z200US14059","ZCTA5 14059","113555","19891",
"860Z200US14060","ZCTA5 14060","62000","20777",
"860Z200US14061","ZCTA5 14061","111250","77541",
"860Z200US14062","ZCTA5 14062","83125","15250",
"860Z200US14063","ZCTA5 14063","57937","8224",
"860Z200US14065","ZCTA5 14065","61058","24170",
"860Z200US14066","ZCTA5 14066","64750","20473",
"860Z200US14067","ZCTA5 14067","95671","11282",
"860Z200US14068","ZCTA5 14068","98750","16084",
"860Z200US14069","ZCTA5 14069","85469","60291",
"860Z200US14070","ZCTA5 14070","53310","3043",
"860Z200US14072","ZCTA5 14072","115991","11704",
"860Z200US14075","ZCTA5 14075","83383","5096",
"860Z200US14080","ZCTA5 14080","76786","13705",
"860Z200US14081","ZCTA5 14081","65778","9029",
"860Z200US14082","ZCTA5 14082","93571","52347",
"860Z200US14083","ZCTA5 14083","91806","84956",
"860Z200US14085","ZCTA5 14085","129563","13615",
"860Z200US14086","ZCTA5 14086","99499","5787",
"860Z200US14091","ZCTA5 14091","82833","36405",
"860Z200US14092","ZCTA5 14092","72218","8968",
"860Z200US14094","ZCTA5 14094","75427","3776",
"860Z200US14098","ZCTA5 14098","91042","12700",
"860Z200US14101","ZCTA5 14101","73116","9059",
"860Z200US14102","ZCTA5 14102","119327","21181",
"860Z200US14103","ZCTA5 14103","69926","5514",
"860Z200US14105","ZCTA5 14105","92405","10841",
"860Z200US14108","ZCTA5 14108","76345","13568",
"860Z200US14109","ZCTA5 14109","-","**",
"860Z200US14111","ZCTA5 14111","90700","15284",
"860Z200US14112","ZCTA5 14112","-","**",
"860Z200US14113","ZCTA5 14113","102798","36337",
"860Z200US14120","ZCTA5 14120","74871","5024",
"860Z200US14125","ZCTA5 14125","70294","11220",
"860Z200US14126","ZCTA5 14126","167723","152299",
"860Z200US14127","ZCTA5 14127","109386","6822",
"860Z200US14129","ZCTA5 14129","68542","12190",
"860Z200US14130","ZCTA5 14130","70114","15678",
"860Z200US14131","ZCTA5 14131","85909","12548",
"860Z200US14132","ZCTA5 14132","97210","21032",
"860Z200US14134","ZCTA5 14134","-","**",
"860Z200US14135","ZCTA5 14135","80833","56280",
"860Z200US14136","ZCTA5 14136","69567","12138",
"860Z200US14138","ZCTA5 14138","56868","5566",
"860Z200US14139","ZCTA5 14139","86402","8911",
"860Z200US14141","ZCTA5 14141","80906","16715",
"860Z200US14143","ZCTA5 14143","95893","20745",
"860Z200US14145","ZCTA5 14145","85114","19967",
"860Z200US14150","ZCTA5 14150","71406","4313",
"860Z200US14166","ZCTA5 14166","101629","76901",
"860Z200US14167","ZCTA5 14167","67132","7864",
"860Z200US14168","ZCTA5 14168","-","**",
"860Z200US14169","ZCTA5 14169","61782","10682",
"860Z200US14170","ZCTA5 14170","116746","19469",
"860Z200US14171","ZCTA5 14171","75625","10450",
"860Z200US14172","ZCTA5 14172","81330","10812",
"860Z200US14173","ZCTA5 14173","-","**",
"860Z200US14174","ZCTA5 14174","79695","4954",
"860Z200US14201","ZCTA5 14201","40512","9554",
"860Z200US14202","ZCTA5 14202","56528","18128",
"860Z200US14203","ZCTA5 14203","56141","6697",
"860Z200US14204","ZCTA5 14204","28182","3299",
"860Z200US14206","ZCTA5 14206","50450","3665",
"860Z200US14207","ZCTA5 14207","39753","3359",
"860Z200US14208","ZCTA5 14208","48476","9327",
"860Z200US14209","ZCTA5 14209","50046","11582",
"860Z200US14210","ZCTA5 14210","54197","5734",
"860Z200US14211","ZCTA5 14211","36300","4766",
"860Z200US14212","ZCTA5 14212","44020","3651",
"860Z200US14213","ZCTA5 14213","53870","7238",
"860Z200US14214","ZCTA5 14214","58228","8407",
"860Z200US14215","ZCTA5 14215","44955","3270",
"860Z200US14216","ZCTA5 14216","69629","6038",
"860Z200US14217","ZCTA5 14217","73800","5573",
"860Z200US14218","ZCTA5 14218","54748","4940",
"860Z200US14219","ZCTA5 14219","78569","7803",
"860Z200US14220","ZCTA5 14220","70963","6359",
"860Z200US14221","ZCTA5 14221","101615","4729",
"860Z200US14222","ZCTA5 14222","81652","6688",
"860Z200US14223","ZCTA5 14223","84161","4801",
"860Z200US14224","ZCTA5 14224","80052","4535",
"860Z200US14225","ZCTA5 14225","67237","4771",
"860Z200US14226","ZCTA5 14226","84325","4321",
"860Z200US14227","ZCTA5 14227","68928","5244",
"860Z200US14228","ZCTA5 14228","74871","7824",
"860Z200US14260","ZCTA5 14260","-","**",
"860Z200US14261","ZCTA5 14261","-","**",
"860Z200US14301","ZCTA5 14301","34549","5485",
"860Z200US14302","ZCTA5 14302","-","**",
"860Z200US14303","ZCTA5 14303","45646","4495",
"860Z200US14304","ZCTA5 14304","66660","3669",
"860Z200US14305","ZCTA5 14305","51004","5778",
"860Z200US14411","ZCTA5 14411","55641","8511",
"860Z200US14413","ZCTA5 14413","-","**",
"860Z200US14414","ZCTA5 14414","72006","7431",
"860Z200US14415","ZCTA5 14415","114028","37868",
"860Z200US14416","ZCTA5 14416","80430","9069",
"860Z200US14418","ZCTA5 14418","65577","14544",
"860Z200US14420","ZCTA5 14420","75577","5021",
"860Z200US14422","ZCTA5 14422","91786","22019",
"860Z200US14423","ZCTA5 14423","80807","7652",
"860Z200US14424","ZCTA5 14424","79778","6927",
"860Z200US14425","ZCTA5 14425","94609","14663",
"860Z200US14427","ZCTA5 14427","56490","13011",
"860Z200US14428","ZCTA5 14428","91558","10956",
"860Z200US14432","ZCTA5 14432","78017","17801",
"860Z200US14433","ZCTA5 14433","66587","5915",
"860Z200US14435","ZCTA5 14435","71865","13501",
"860Z200US14437","ZCTA5 14437","66332","7155",
"860Z200US14441","ZCTA5 14441","70833","16701",
"860Z200US14445","ZCTA5 14445","73625","9066",
"860Z200US14450","ZCTA5 14450","109466","6567",
"860Z200US14453","ZCTA5 14453","-","**",
"860Z200US14454","ZCTA5 14454","77857","16541",
"860Z200US14456","ZCTA5 14456","81310","8746",
"860Z200US14462","ZCTA5 14462","78194","20912",
"860Z200US14463","ZCTA5 14463","46250","30536",
"860Z200US14464","ZCTA5 14464","78600","9092",
"860Z200US14466","ZCTA5 14466","108085","12828",
"860Z200US14467","ZCTA5 14467","88653","11067",
"860Z200US14468","ZCTA5 14468","98693","9871",
"860Z200US14469","ZCTA5 14469","74521","7588",
"860Z200US14470","ZCTA5 14470","65938","12457",
"860Z200US14471","ZCTA5 14471","78405","4462",
"860Z200US14472","ZCTA5 14472","129655","18164",
"860Z200US14475","ZCTA5 14475","123917","50012",
"860Z200US14476","ZCTA5 14476","90536","13659",
"860Z200US14477","ZCTA5 14477","96607","36436",
"860Z200US14478","ZCTA5 14478","86853","42823",
"860Z200US14479","ZCTA5 14479","34572","2835",
"860Z200US14480","ZCTA5 14480","57152","42015",
"860Z200US14481","ZCTA5 14481","79135","8739",
"860Z200US14482","ZCTA5 14482","74216","13002",
